Hier wird die Struktur der Stahl-Control Datenbank (!SC-Entwicklung) abgebildet. Der Name der Datenbank ist Conzept C16.
Es werden Tabellen, Schlüssel, Verküpfungen und Dialoge abgebildet. Datenbank Abfragen werden immer erreicht,in dem die Dateinummer (Eindeutiger Bezeichner der Tabelle), und eine Verknüpfung über die Schlüssel angegeben wird. Ein Beispielcode um einen Datensatz aus der Tabelle 200 Mat.Materialdatei zu lesen wäre: RecRead(200, 1, 0);

Datenbank        : !@SC-Entwicklung                         10.11.2023   14:29


Nr.  Dateiname            Teile  Infos  Schl.  Verkn. DBA    Hauptdatei   Sätze
  12   ZEi.Zugeordnet          Gleitkomma              8        0 /   0
  13   ZEi.ZugeordnetW1        Gleitkomma              8        0 /   0
  14   ZEi.Zahldatum           Datum                   4        0 /   0

                               Gesamt                159 Bytes



Datei                :   465 / ZEi.Zahlungseingang
Teildatensatz        :     2 / ZEi.Protokoll
  Anzahl Felder      :     3

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   ZEi.Anlage.Datum        Datum                   4        0 /   0
   2   ZEi.Anlage.Zeit         Zeit                    4        0 /   0
   3   ZEi.Anlage.User         Alpha    20stellig     21        0 /   0

                               Gesamt                 29 Bytes



Datei                :   465 / ZEi.Zahlungseingang
Schlüssel            :     1 / ZEi/Nummer
  DBA Nummer         :   226
  Anzahl Felder      :     1  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / ZEi.Hauptdaten         1 / ZEi.Nummer           Ganzz. (lang)



Datei                :   465 / ZEi.Zahlungseingang
Schlüssel            :     2 / ZEi/Kundennr
  DBA Nummer         :   669
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ


 1    1 / ZEi.Hauptdaten         2 / ZEi.Kundennummer     Ganzz. (lang)



Datei                :   465 / ZEi.Zahlungseingang
Schlüssel            :     3 / ZEi/Betrag
  DBA Nummer         :   749
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / ZEi.Hauptdaten         8 / ZEi.Betrag           Gleitkomma



Datei                :   465 / ZEi.Zahlungseingang
Schlüssel            :     4 / ZEi/Kundenstichwort
  DBA Nummer         :   849
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / ZEi.Hauptdaten         3 / ZEi.KundenStichwort  Alpha  20st.   GU
 2    1 / ZEi.Hauptdaten        14 / ZEi.Zahldatum        Datum



Datei                :   465 / ZEi.Zahlungseingang
Schlüssel            :     5 / ZEi/Zahlungsdatum
  DBA Nummer         :   850
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / ZEi.Hauptdaten        14 / ZEi.Zahldatum        Datum



Datei                :   465 / ZEi.Zahlungseingang
Verknüpfung          :     1 / ZEi->OfpZahlungen
  mit Datei          :   461 / OfP.Zahlungen
  über Schlüssel     :     2 / Ofp/Z.S2.ZahlRech

    Pos  Feld                               Typ

     1     1 /   2 / OfP.Z.Zahlungsnr       Ganzz. (lang)
     2     1 /   1 / OfP.Z.Rechnungsnr      Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / ZEi.Hauptdaten         1 / ZEi.Nummer           Ganzz. (lang)



Datei                :   465 / ZEi.Zahlungseingang
Verknüpfung          :     2 / ZEi->Kunde
  mit Datei          :   100 / Adr.Adressen
  über Schlüssel     :     2 / Adr/KundenNr

    Pos  Feld                               Typ


     1     1 /   2 / Adr.KundenNr           Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / ZEi.Hauptdaten         2 / ZEi.Kundennummer     Ganzz. (lang)



Datei                :   465 / ZEi.Zahlungseingang
Verknüpfung          :     3 / ZEi->Zahlungsart
  mit Datei          :   852 / ZhA.Zahlungsarten
  über Schlüssel     :     1 / ZhA/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / ZhA.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / ZEi.Hauptdaten         4 / ZEi.Zahlungsart      Ganzz. (kurz)



Datei                :   465 / ZEi.Zahlungseingang
Verknüpfung          :     4 / ZEi->Währung
  mit Datei          :   814 / Wae.Währungen
  über Schlüssel     :     1 / Wae/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Wae.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / ZEi.Hauptdaten         6 / ZEi.Währung          Ganzz. (kurz)



Datei                :   465 / ZEi.Zahlungseingang
Teildatensatz        :     1 / ZEi.Hauptdaten
  Felder             :    14
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / ZEi.Nummer                      Ganzz. (lang)   8      ............
  Titel    : ZEi.Nummer          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / ZEi.Kundennummer                Ganzz. (lang)   8      ............
  Titel    : ZEi.Kundennummer    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / ZEi.KundenStichwort             Alpha   20st.  20      ............
  Titel    : ZEi.KundenStichwort :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4


  4     4 / ZEi.Zahlungsart                 Ganzz. (kurz)   4      ............
  Titel    : ZEi.Zahlungsart     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / ZEi.Belegnummer                 Alpha   32st.  16      ............
  Titel    : ZEi.Belegnummer     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / ZEi.Währung                     Ganzz. (kurz)   4      ............
  Titel    : ZEi.Währung         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7

  7     7 / ZEi.Währungskurs                Gleitkomma      7/  2  ............
  Titel    : ZEi.Währungskurs    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  8   22 /  8

  8     8 / ZEi.Betrag                      Gleitkomma      7/  2  ............
  Titel    : ZEi.Betrag          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  9   22 /  9

  9     9 / ZEi.BetragW1                    Gleitkomma      7/  2  ............
  Titel    : ZEi.BetragW1        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 10   22 / 10

 10    10 / ZEi.Referenz                    Alpha   32st.  16      ............
  Titel    : ZEi.Referenz        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 11   22 / 11

 11    11 / ZEi.Bankkonto                   Alpha   15st.  15      ............
  Titel    : ZEi.Bankkonto       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 12   22 / 12

 12    12 / ZEi.Zugeordnet                  Gleitkomma      7/  2  ............
  Titel    : ZEi.Zugeordnet      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 13   22 / 13

 13    13 / ZEi.ZugeordnetW1                Gleitkomma      7/  2  ............
  Titel    : ZEi.ZugeordnetW1    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 14   22 / 14

 14    14 / ZEi.Zahldatum                   Datum           8      ............
  Titel    : ZEi.Zahldatum       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 15   22 / 15



Teildatensatz Maske  :     1 / ZEi.Hauptdaten


 2:ZEi.Nummer          :
 3:ZEi.Kundennummer    :
 4:ZEi.KundenStichwort :
 5:ZEi.Zahlungsart     :
 6:ZEi.Belegnummer     :
 7:ZEi.Währung         :
 8:ZEi.Währungskurs    :
 9:ZEi.Betrag          :
10:ZEi.BetragW1        :
11:ZEi.Referenz        :
12:ZEi.Bankkonto       :
13:ZEi.Zugeordnet      :
14:ZEi.ZugeordnetW1    :
15:ZEi.Zahldatum       :



Datei                :   465 / ZEi.Zahlungseingang
Teildatensatz        :     2 / ZEi.Protokoll

  Felder             :     3
  Texte              :     0
  Eingabeseite       :     2
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / ZEi.Anlage.Datum                Datum           8      ............
  Titel    : ZEi.Anlage.Datum    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / ZEi.Anlage.Zeit                 Zeit            5      ............
  Titel    : ZEi.Anlage.Zeit     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / ZEi.Anlage.User                 Alpha   20st.  20      ............
  Titel    : ZEi.Anlage.User     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4



Teildatensatz Maske  :     2 / ZEi.Protokoll


 2:ZEi.Anlage.Datum    :
 3:ZEi.Anlage.Zeit     :
 4:ZEi.Anlage.User     :






Datei                :   470 / OfP~OffenePosten
Teildatensatz        :     1 / OfP~Hauptdaten
  Anzahl Felder      :    24

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   OfP~Rechnungsnr         Ganzz. (lang)           4        0 /   0
   2   OfP~Rechnungsdatum      Datum                   4        0 /   0
   3   OfP~Rechnungstyp        Ganzz. (kurz)           2        0 /   0
   4   OfP~Kundennummer        Ganzz. (lang)           4        0 /   0
   5   OfP~KundenStichwort     Alpha    20stellig     21        0 /   0
   6   OfP~Vertreter           Ganzz. (lang)           4        0 /   0
   7   OfP~Verband             Ganzz. (lang)           4        0 /   0
   8   OfP~Währung             Ganzz. (kurz)           2        0 /   0
   9   OfP~Währungskurs        Gleitkomma              8        0 /   0
  10   OfP~Lieferbed           Ganzz. (kurz)           2        0 /   0
  11   OfP~Zahlungsbed         Ganzz. (kurz)           2        0 /   0
  12   OfP~SkontoDatum         Datum                   4        0 /   0
  13   OfP~SkontoProzent       Gleitkomma              8        0 /   0
  14   OfP~Zieldatum           Datum                   4        0 /   0
  15   OfP~Wiedervorlage       Datum                   4        0 /   0
  16   OfP~Mahnstufe           Ganzz. (kurz)           2        0 /   0
  17   OfP~Mahndatum1          Datum                   4        0 /   0
  18   OfP~Mahndatum2          Datum                   4        0 /   0
  19   OfP~Mahndatum3          Datum                   4        0 /   0
  20   OfP~Bemerkung           Alpha    64stellig     65        0 /   0
  21   OfP~Löschmarker         Alpha     1stellig      2        0 /   0
  22   OfP~Auftragsnr          Ganzz. (lang)           4        0 /   0
  23   OfP~Valutadatum         Datum                   4        0 /   0
  24   OfP~Projektnr           Ganzz. (lang)           4        0 /   0

                               Gesamt                170 Bytes




Datei                :   470 / OfP~OffenePosten
Teildatensatz        :     2 / OfP~Beträge
  Anzahl Felder      :    16

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   OfP~Netto               Gleitkomma              8        0 /   0
   2   OfP~NettoW1             Gleitkomma              8        0 /   0
   3   OfP~Steuer              Gleitkomma              8        0 /   0
   4   OfP~SteuerW1            Gleitkomma              8        0 /   0
   5   OfP~Brutto              Gleitkomma              8        0 /   0
   6   OfP~BruttoW1            Gleitkomma              8        0 /   0
   7   OfP~Skonto              Gleitkomma              8        0 /   0
   8   OfP~SkontoW1            Gleitkomma              8        0 /   0
   9   OfP~Mahngebühr          Gleitkomma              8        0 /   0
  10   OfP~MahngebührW1        Gleitkomma              8        0 /   0
  11   OfP~Zinsen              Gleitkomma              8        0 /   0
  12   OfP~ZinsenW1            Gleitkomma              8        0 /   0
  13   OfP~Zahlungen           Gleitkomma              8        0 /   0
  14   OfP~ZahlungenW1         Gleitkomma              8        0 /   0
  15   OfP~Rest                Gleitkomma              8        0 /   0
  16   OfP~RestW1              Gleitkomma              8        0 /   0

                               Gesamt                128 Bytes



Datei                :   470 / OfP~OffenePosten
Teildatensatz        :     3 / OfP~Protokoll
  Anzahl Felder      :     6

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   OfP~Anlage.Datum        Datum                   4        0 /   0
   2   OfP~Anlage.Zeit         Zeit                    4        0 /   0
   3   OfP~Anlage.User         Alpha    20stellig     21        0 /   0
   4   OfP~Lösch.Datum         Datum                   4        0 /   0
   5   OfP~Lösch.Zeit          Zeit                    4        0 /   0
   6   OfP~Lösch.User          Alpha    20stellig     21        0 /   0

                               Gesamt                 58 Bytes



Datei                :   470 / OfP~OffenePosten
Schlüssel            :     1 / OfP~RechnungsNr
  DBA Nummer         :   725
  Anzahl Felder      :     1  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         1 / OfP~Rechnungsnr      Ganzz. (lang)



Datei                :   470 / OfP~OffenePosten
Schlüssel            :     2 / OfP~Kunde
  DBA Nummer         :   726
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         4 / OfP~Kundennummer     Ganzz. (lang)




Datei                :   470 / OfP~OffenePosten
Schlüssel            :     3 / OfP~Stichwort.Zielda
  DBA Nummer         :   727
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         5 / OfP~KundenStichwort  Alpha  20st.   G
 2    1 / OfP~Hauptdaten        14 / OfP~Zieldatum        Datum



Datei                :   470 / OfP~OffenePosten
Schlüssel            :     4 / OfP~Zieldatum.Stichw
  DBA Nummer         :   728
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten        14 / OfP~Zieldatum        Datum
 2    1 / OfP~Hauptdaten         5 / OfP~KundenStichwort  Alpha  20st.   G



Datei                :   470 / OfP~OffenePosten
Schlüssel            :     5 / OfP~Rechngsdatum
  DBA Nummer         :   783
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         2 / OfP~Rechnungsdatum   Datum



Datei                :   470 / OfP~OffenePosten
Verknüpfung          :     1 / OfP~>OfP.Zahlungen
  mit Datei          :   461 / OfP.Zahlungen
  über Schlüssel     :     1 / OfP/Z.S1.RechZahl

    Pos  Feld                               Typ

     1     1 /   1 / OfP.Z.Rechnungsnr      Ganzz. (lang)
     2     1 /   2 / OfP.Z.Zahlungsnr       Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         1 / OfP~Rechnungsnr      Ganzz. (lang)



Datei                :   470 / OfP~OffenePosten
Verknüpfung          :     2 / OfP~>Erlöse
  mit Datei          :   450 / Erl.Erlöse
  über Schlüssel     :     1 / Erl/RechnungsNr

    Pos  Feld                               Typ

     1     1 /   1 / Erl.Rechnungsnr        Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J


Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         1 / OfP~Rechnungsnr      Ganzz. (lang)



Datei                :   470 / OfP~OffenePosten
Verknüpfung          :     3 / OfP~>ErlKonten
  mit Datei          :   451 / Erl.Konten
  über Schlüssel     :     1 / Erl/K.RechNrlfd

    Pos  Feld                               Typ

     1     1 /   1 / Erl.K.Rechnungsnr      Ganzz. (lang)
     2     1 /  15 / Erl.K.lfdNr            Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         1 / OfP~Rechnungsnr      Ganzz. (lang)



Datei                :   470 / OfP~OffenePosten
Verknüpfung          :     4 / OfP~>Kunde
  mit Datei          :   100 / Adr.Adressen
  über Schlüssel     :     2 / Adr/KundenNr

    Pos  Feld                               Typ

     1     1 /   2 / Adr.KundenNr           Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         4 / OfP~Kundennummer     Ganzz. (lang)



Datei                :   470 / OfP~OffenePosten
Verknüpfung          :     5 / OfP~>Vertreter
  mit Datei          :   110 / Ver.VertreterVerband
  über Schlüssel     :     1 / Ver/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Ver.Nummer             Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         6 / OfP~Vertreter        Ganzz. (lang)



Datei                :   470 / OfP~OffenePosten
Verknüpfung          :     6 / OfP~>Verband
  mit Datei          :   110 / Ver.VertreterVerband
  über Schlüssel     :     1 / Ver/Nummer

    Pos  Feld                               Typ


     1     1 /   1 / Ver.Nummer             Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         7 / OfP~Verband          Ganzz. (lang)



Datei                :   470 / OfP~OffenePosten
Verknüpfung          :     7 / OfP~>Währung
  mit Datei          :   814 / Wae.Währungen
  über Schlüssel     :     1 / Wae/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Wae.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten         8 / OfP~Währung          Ganzz. (kurz)



Datei                :   470 / OfP~OffenePosten
Verknüpfung          :     8 / OfP~>Zahlungsbedingu
  mit Datei          :   816 / ZaB.Zahlungsbed
  über Schlüssel     :     1 / ZaB/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / ZaB.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten        11 / OfP~Zahlungsbed      Ganzz. (kurz)



Datei                :   470 / OfP~OffenePosten
Verknüpfung          :     9 / OfP~>Lieferbedingung
  mit Datei          :   815 / LiB.Lieferbedingunge
  über Schlüssel     :     1 / LiB/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / LiB.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / OfP~Hauptdaten        10 / OfP~Lieferbed        Ganzz. (kurz)



Datei                :   470 / OfP~OffenePosten
Teildatensatz        :     1 / OfP~Hauptdaten

  Felder             :    22
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / OfP~Rechnungsnr                 Ganzz. (lang)   8      ............
  Titel    : OfP.Rechnungsnr     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / OfP~Rechnungsdatum              Datum           8      ............
  Titel    : OfP.Rechnungsdatum  :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / OfP~Rechnungstyp                Ganzz. (kurz)   4      ............
  Titel    : OfP.Rechnungstyp    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / OfP~Kundennummer                Ganzz. (lang)   8      ............
  Titel    : OfP.Kundennummer    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / OfP~KundenStichwort             Alpha   20st.  20      ............
  Titel    : OfP.KundenStichwort :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / OfP~Vertreter                   Ganzz. (lang)   8      ............
  Titel    : OfP.Vertreter       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7

  7     7 / OfP~Verband                     Ganzz. (lang)   8      ............
  Titel    : OfP.Verband         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  8   22 /  8

  8     8 / OfP~Währung                     Ganzz. (kurz)   4      ............
  Titel    : OfP.Währung         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  9   22 /  9

  9     9 / OfP~Währungskurs                Gleitkomma      7/  2  ............
  Titel    : OfP.Währungskurs    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 10   22 / 10

 10    10 / OfP~Lieferbed                   Ganzz. (kurz)   4      ............
  Titel    : OfP.Lieferbed       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 11   22 / 11

 11    11 / OfP~Zahlungsbed                 Ganzz. (kurz)   4      ............
  Titel    : OfP.Zahlungsbed     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 12   22 / 12

 12    12 / OfP~SkontoDatum                 Datum           8      ............
  Titel    : OfP.SkontoDatum     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 13   22 / 13

 13    13 / OfP~SkontoProzent               Gleitkomma      7/  2  ............
  Titel    : OfP.SkontoProzent   :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 14   22 / 14

 14    14 / OfP~Zieldatum                   Datum           8      ............
  Titel    : OfP.Zieldatum       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 15   22 / 15

 15    15 / OfP~Wiedervorlage               Datum           8      ............
  Titel    : OfP.Wiedervorlage   :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 16   22 / 16

 16    16 / OfP~Mahnstufe                   Ganzz. (kurz)   4      ............

  Titel    : OfP.Mahnstufe       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 17   22 / 17

 17    17 / OfP~Mahndatum1                  Datum           8      ............
  Titel    : OfP.Mahndatum1      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 18   22 / 18

 18    18 / OfP~Mahndatum2                  Datum           8      ............
  Titel    : OfP.Mahndatum2      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 19   22 / 19

 19    19 / OfP~Mahndatum3                  Datum           8      ............
  Titel    : OfP.Mahndatum3      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 20   22 / 20

 20    20 / OfP~Bemerkung                   Alpha   64st.  57      ............
  Titel    : OfP.Bemerkung       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 21   22 / 21

 21    21 / OfP~Löschmarker                 Alpha    1st.   1      ............
  Titel    : OfP.Löschmarker     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 22   22 / 22

 22    22 / OfP~Auftragsnr                  Ganzz. (lang)   8      ............
  Titel    : OfP.Auftragsnr      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 23   22 / 23



Teildatensatz Maske  :     1 / OfP~Hauptdaten


 2:OfP.Rechnungsnr     :
 3:OfP.Rechnungsdatum  :
 4:OfP.Rechnungstyp    :
 5:OfP.Kundennummer    :
 6:OfP.KundenStichwort :
 7:OfP.Vertreter       :
 8:OfP.Verband         :
 9:OfP.Währung         :
10:OfP.Währungskurs    :
11:OfP.Lieferbed       :
12:OfP.Zahlungsbed     :
13:OfP.SkontoDatum     :
14:OfP.SkontoProzent   :
15:OfP.Zieldatum       :
16:OfP.Wiedervorlage   :
17:OfP.Mahnstufe       :
18:OfP.Mahndatum1      :
19:OfP.Mahndatum2      :
20:OfP.Mahndatum3      :
21:OfP.Bemerkung       :
22:OfP.Löschmarker     :
23:OfP.Auftragsnr      :



Datei                :   470 / OfP~OffenePosten
Teildatensatz        :     2 / OfP~Beträge
  Felder             :    16
  Texte              :     0
  Eingabeseite       :     2
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / OfP~Netto                       Gleitkomma      7/  2  ............
  Titel    : OfP.Netto           :

  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / OfP~NettoW1                     Gleitkomma      7/  2  ............
  Titel    : OfP.NettoW1         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / OfP~Steuer                      Gleitkomma      7/  2  ............
  Titel    : OfP.Steuer          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / OfP~SteuerW1                    Gleitkomma      7/  2  ............
  Titel    : OfP.SteuerW1        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / OfP~Brutto                      Gleitkomma      7/  2  ............
  Titel    : OfP.Brutto          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / OfP~BruttoW1                    Gleitkomma      7/  2  ............
  Titel    : OfP.BruttoW1        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7

  7     7 / OfP~Skonto                      Gleitkomma      7/  2  ............
  Titel    : OfP.Skonto          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  8   22 /  8

  8     8 / OfP~SkontoW1                    Gleitkomma      7/  2  ............
  Titel    : OfP.SkontoW1        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  9   22 /  9

  9     9 / OfP~Mahngebühr                  Gleitkomma      7/  2  ............
  Titel    : OfP.Mahngebühr      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 10   22 / 10

 10    10 / OfP~MahngebührW1                Gleitkomma      7/  2  ............
  Titel    : OfP.MahngebührW1    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 11   22 / 11

 11    11 / OfP~Zinsen                      Gleitkomma      7/  2  ............
  Titel    : OfP.Zinsen          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 12   22 / 12

 12    12 / OfP~ZinsenW1                    Gleitkomma      7/  2  ............
  Titel    : OfP.ZinsenW1        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 13   22 / 13

 13    13 / OfP~Zahlungen                   Gleitkomma      7/  2  ............
  Titel    : OfP.Zahlungen       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 14   22 / 14

 14    14 / OfP~ZahlungenW1                 Gleitkomma      7/  2  ............
  Titel    : OfP.ZahlungenW1     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 15   22 / 15

 15    15 / OfP~Rest                        Gleitkomma      7/  2  ............
  Titel    : OfP.Rest            :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 16   22 / 16

 16    16 / OfP~RestW1                      Gleitkomma      7/  2  ............
  Titel    : OfP.RestW1          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 17   22 / 17



Teildatensatz Maske  :     2 / OfP~Beträge


 2:OfP.Netto           :

 3:OfP.NettoW1         :
 4:OfP.Steuer          :
 5:OfP.SteuerW1        :
 6:OfP.Brutto          :
 7:OfP.BruttoW1        :
 8:OfP.Skonto          :
